Site,"Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Shubael Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond","Hamblin Pond"
"10-12-2021 04:45:00",3.4,3.0,12.8,0.0,12.0,358.5,360.1,,19.29,45.4,-79,0,0.47,2.09,1.0,4062.2,9288.5,17355.2,25922.7,19.53,7.12,-29.6,0.122,99.6,9.14,1.06,2.7,0.6,0,0.4,8.590,3.2,1.210,11.3,0.0,84460,41.671566,-70.394020,17.50,152.4,0.1,30.2,13.30,,,351,6,1.3,1,2.8,-0.4,0.1,3.3,2.9,12.2,0.1,12.0,415.0,466.1,1020.7,18.72,-6.2,-69,0,0.24,1.04,1.0,2231.6,6600.6,4591.7,24587.0,19.75,7.24,-31.4,0.094,99.5,9.09,0.31,1.4,0.4,-1,0.2,0.200,0.1,1.190,11.4,0.0,84500,41.668514,-70.409378,17.10,356.9,0.0,30.1,13.90,,,40,55,2.4,156,4.6,-1.1,-0.6
"10-12-2021 05:00:00",3.4,3.0,12.8,0.1,12.0,354.0,361.9,,19.25,45.4,-77,0,1.77,7.86,1.0,1670.4,12605.3,13808.2,26001.6,19.52,7.10,-28.3,0.122,99.1,9.09,0.90,2.5,0.5,0,0.4,9.330,3.4,1.210,11.3,0.0,85960,41.671570,-70.394020,15.80,247.8,0.0,30.2,13.30,,,349,4,1.6,344,3.1,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,407.1,451.5,1020.7,18.70,-6.2,-71,0,0.48,2.14,1.0,1598.4,6168.8,4518.6,24504.8,19.75,7.25,-32.0,0.094,99.9,9.13,0.31,1.6,0.4,-1,0.2,0.220,0.1,1.190,11.4,0.0,90000,41.668480,-70.409393,14.40,70.1,0.0,30.1,13.80,,,45,60,2.3,147,4.5,-1.1,-0.6
"10-12-2021 05:15:00",3.4,3.0,12.8,0.1,12.0,356.0,360.1,,19.22,45.4,-73,0,0.00,0.00,1.0,14166.1,14305.7,21190.5,25961.0,19.52,7.09,-27.9,0.122,99.2,9.11,0.99,2.2,0.5,0,0.4,9.270,3.4,1.210,11.3,0.0,91460,41.671570,-70.394005,15.50,98.6,0.0,30.2,13.50,,,338,353,0.8,348,1.6,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,415.4,462.0,1020.8,18.71,-6.2,-69,0,0.50,2.21,1.0,1811.2,6964.4,5093.1,24461.1,19.73,7.24,-31.5,0.094,99.7,9.11,0.26,1.2,0.3,-1,0.2,0.200,0.1,1.190,11.4,0.0,91500,41.668518,-70.409355,19.40,225.4,0.0,30.2,14.00,,,8,23,1.2,146,2.2,-1.1,-0.5
"10-12-2021 05:30:00",3.4,3.0,12.8,0.1,12.0,355.5,365.2,,19.22,45.4,-73,0,1.02,4.53,1.0,2107.4,9216.4,19603.2,25856.8,19.51,7.09,-27.7,0.122,98.4,9.04,2.06,2.5,0.6,0,0.4,9.270,3.4,1.210,11.3,0.0,92960,41.671570,-70.394020,16.20,78.1,0.0,30.2,13.60,,,313,328,0.8,342,1.3,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,416.2,463.5,1020.9,18.73,-6.2,-67,0,0.11,0.48,1.0,2680.9,5868.1,4633.4,24516.0,19.71,7.23,-31.1,0.094,99.6,9.10,0.26,2.2,0.5,-1,0.3,0.220,0.1,1.190,11.4,0.0,93000,41.668507,-70.409393,17.10,346.9,0.0,30.2,14.10,,,10,25,1.3,144,2.9,-1.1,-0.5
"10-12-2021 05:45:00",3.4,3.0,12.8,0.0,12.0,356.1,364.9,,19.22,45.4,-75,0,0.62,2.76,1.0,4830.2,11908.2,16913.2,25901.3,19.50,7.06,-26.2,0.122,97.8,8.98,1.01,2.8,0.6,0,0.4,9.310,3.4,1.210,11.3,0.0,94460,41.671570,-70.394005,18.80,104.6,0.1,30.2,13.50,,,285,300,1.2,349,2.6,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,417.0,465.1,1020.9,18.75,-6.2,-71,0,0.11,0.49,1.0,2382.8,6340.3,4213.4,24505.0,19.72,7.25,-31.8,0.094,99.8,9.12,0.32,1.6,0.4,-1,0.2,0.180,0.1,1.190,11.4,0.0,94500,41.668507,-70.409355,17.80,24.0,0.0,30.2,14.00,,,319,334,1.3,86,2.5,-1.1,-0.5
"10-12-2021 06:00:00",3.4,3.0,12.8,0.1,12.0,356.5,367.0,,19.21,45.3,-71,0,0.14,0.60,1.0,10714.5,14510.4,19583.8,25944.1,19.48,7.11,-28.7,0.122,99.5,9.14,1.15,2.6,0.6,0,0.5,9.310,3.4,1.210,11.3,0.0,95960,41.671570,-70.394005,17.80,277.5,0.1,30.2,13.30,,,358,13,1.3,6,2.5,-0.2,0.0,3.3,2.9,12.2,0.1,12.0,417.8,464.3,1021.1,18.74,-6.2,-71,0,0.30,1.33,1.0,1911.2,7331.5,4332.2,24554.9,19.72,7.24,-31.2,0.094,99.7,9.11,0.32,1.5,0.4,-1,0.2,0.230,0.1,1.190,11.4,0.0,100000,41.668499,-70.409370,17.10,249.8,0.0,30.2,14.00,,,27,42,2.5,166,5.0,-1.1,-0.6
"10-12-2021 06:15:00",3.4,3.0,12.8,0.1,12.1,357.4,365.0,,19.18,45.3,-73,0,0.21,0.93,1.0,8662.6,13188.5,18950.3,25885.1,19.48,7.09,-27.5,0.122,98.8,9.07,0.94,2.5,0.6,0,0.4,9.370,3.5,1.210,11.3,0.0,101460,41.671570,-70.394035,17.70,174.4,0.0,30.2,13.30,,,337,352,0.9,336,1.8,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,405.6,448.7,1021.2,18.77,-6.2,-71,0,0.19,0.85,1.0,2473.1,3811.1,4764.3,24484.4,19.71,7.24,-31.5,0.094,99.7,9.12,0.30,1.3,0.3,-1,0.2,0.200,0.1,1.190,11.4,0.0,101500,41.668514,-70.409355,17.60,145.8,0.1,30.2,14.20,,,351,6,3.0,167,5.8,-1.3,-0.5
"10-12-2021 06:30:00",3.4,3.0,12.7,0.1,12.1,355.9,366.6,,19.19,45.4,-73,0,0.00,0.00,1.0,14184.8,14934.0,21181.6,25959.4,19.48,7.09,-27.5,0.122,99.3,9.12,1.05,2.9,0.7,0,0.4,9.370,3.5,1.210,11.3,0.0,102960,41.671585,-70.394020,15.60,30.1,0.0,30.2,13.70,,,346,1,2.1,355,3.7,-0.2,0.1,3.3,2.9,12.2,0.1,12.0,418.0,462.2,1021.4,18.82,-6.2,-67,0,2.74,12.14,0.8,166.2,3490.8,4300.3,24490.3,19.71,7.24,-31.6,0.094,99.7,9.12,0.33,1.4,0.4,-1,0.2,0.230,0.1,1.190,11.4,0.0,103000,41.668499,-70.409378,13.20,206.7,0.0,30.2,14.20,,,338,353,3.6,123,7.4,-1.5,-0.6
"10-12-2021 06:45:00",3.4,3.0,12.7,0.1,12.0,352.6,362.5,,19.25,45.3,-71,0,0.17,0.74,1.0,10050.4,13824.5,17400.9,25935.8,19.46,7.10,-28.3,0.122,99.6,9.15,1.11,2.8,0.6,0,0.4,9.310,3.4,1.210,11.3,0.0,104460,41.671589,-70.394005,17.20,237.6,0.1,30.2,13.70,,,343,358,1.0,42,2.2,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,404.5,449.3,1021.5,18.86,-6.2,-63,0,0.01,0.06,1.0,2339.9,3765.9,3708.7,24515.9,19.71,7.23,-30.7,0.094,99.5,9.10,0.35,1.5,0.4,-1,0.2,0.230,0.1,1.190,11.4,0.0,104500,41.668499,-70.409378,19.20,351.8,0.0,30.2,14.20,,,19,34,2.6,155,5.3,-1.1,-0.6
"10-12-2021 07:00:00",3.4,3.0,12.8,0.1,12.0,355.0,359.6,,19.32,45.3,-67,0,0.00,0.00,1.0,14119.9,15648.5,21124.8,25949.0,19.46,7.10,-28.5,0.122,99.5,9.14,1.22,2.9,0.6,0,0.4,9.310,3.4,1.210,11.3,0.0,105960,41.671589,-70.394020,19.70,208.9,0.1,30.2,13.80,,,22,37,1.1,359,1.7,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,416.9,464.0,1021.7,18.90,-6.2,-63,0,0.50,2.22,1.0,2125.2,6108.1,5838.1,24466.7,19.69,7.23,-31.0,0.094,99.3,9.09,0.31,2.5,0.6,-1,0.2,0.230,0.1,1.190,11.4,0.0,110000,41.668476,-70.409378,21.80,175.8,0.0,30.2,14.30,,,63,78,1.6,157,3.1,-1.1,-0.5
"10-12-2021 07:15:00",3.4,3.0,12.7,0.1,12.1,354.7,365.0,,19.39,45.2,-71,0,0.00,0.00,1.0,14103.7,15091.4,21168.9,25902.6,19.47,7.13,-29.9,0.122,99.5,9.14,1.14,2.8,0.6,0,0.4,9.350,3.5,1.210,11.3,0.0,111460,41.671589,-70.394043,14.50,50.5,0.1,30.2,13.90,,,42,57,1.3,6,2.7,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,416.2,461.3,1021.8,18.94,-6.2,-63,0,0.46,2.05,1.0,1676.1,3661.2,4607.9,24492.4,19.70,7.23,-31.0,0.094,99.5,9.10,0.32,1.7,0.4,-1,0.2,0.240,0.1,1.190,11.4,0.0,111500,41.668507,-70.409447,16.90,40.2,0.0,30.2,14.30,,,48,63,2.1,149,4.1,-1.1,-0.6
"10-12-2021 07:30:00",3.4,3.0,12.8,0.1,12.0,356.6,365.9,,19.44,45.2,-71,0,0.00,0.00,1.0,13957.8,15349.1,21135.9,25943.4,19.46,7.09,-27.9,0.122,99.1,9.10,1.00,2.9,0.6,0,0.4,9.360,3.5,1.210,11.3,0.0,112960,41.671585,-70.394043,16.70,324.3,0.1,30.2,14.00,,,34,49,0.8,6,1.7,-0.4,0.0,3.3,2.9,12.2,0.1,12.0,416.9,465.2,1022.0,18.99,-6.2,-69,0,0.10,0.43,0.9,1234.5,1991.7,2407.5,24476.3,19.69,7.23,-30.9,0.094,99.5,9.10,0.38,2.1,0.5,-1,0.2,0.250,0.1,1.190,11.4,0.0,113000,41.668507,-70.409393,16.00,158.2,0.1,30.2,14.30,,,13,28,1.3,26,2.5,-0.4,-0.5
"10-12-2021 07:45:00",3.4,3.0,12.8,0.1,12.0,355.4,363.5,,19.56,45.2,-73,0,0.35,1.55,1.0,6879.1,12520.2,18514.2,25967.3,19.46,7.10,-28.3,0.122,99.3,9.12,1.13,2.7,0.6,0,0.4,9.410,3.5,1.210,11.3,0.0,114460,41.671597,-70.394035,16.10,229.5,0.0,30.2,14.30,,,351,6,0.9,341,2.0,-0.3,0.0,3.3,2.9,12.2,0.1,12.0,416.9,464.6,1022.2,19.05,-6.2,-61,0,1.15,5.09,0.9,788.0,4572.0,4687.5,24492.1,19.71,7.24,-31.3,0.094,99.5,9.10,0.31,1.7,0.4,-1,0.2,0.220,0.1,1.190,11.4,0.0,114500,41.668488,-70.409393,15.20,226.7,0.0,30.2,14.40,,,10,25,0.7,25,1.1,-0.3,-0.6
"10-12-2021 08:00:00",3.4,3.0,12.9,0.1,12.0,352.6,366.9,,19.73,45.1,-77,0,1.07,4.73,1.0,3163.8,12439.3,17269.3,25998.6,19.46,7.11,-28.6,0.122,99.8,9.17,0.98,2.7,0.6,0,0.4,9.310,3.4,1.210,11.3,0.0,115960,41.671585,-70.394043,19.80,245.2,0.0,30.2,14.40,,,10,25,1.9,344,3.6,-0.2,0.0,3.3,2.9,12.3,0.1,12.0,417.2,466.2,1022.3,19.16,-6.2,-61,0,0.54,2.38,1.0,1951.3,4449.1,5640.4,24373.1,19.70,7.23,-30.9,0.094,99.5,9.10,0.34,1.1,0.3,-1,0.2,0.210,0.1,1.190,11.4,0.0,120000,41.668499,-70.409378,19.80,270.7,0.0,30.2,14.70,,,8,23,0.9,20,1.7,-0.5,-0.6
"10-12-2021 08:15:00",3.4,3.0,13.0,0.1,12.1,349.6,358.1,,19.92,45.1,-69,0,0.00,0.00,1.0,14119.0,14543.7,21141.7,25926.1,19.46,7.12,-29.4,0.122,99.9,9.18,0.99,2.3,0.5,0,0.4,9.160,3.4,1.210,11.3,0.0,121460,41.671570,-70.394035,18.00,344.6,0.1,30.2,14.80,,,344,359,0.6,334,1.4,-0.2,0.0,3.3,2.9,12.3,0.1,12.0,414.5,463.1,1022.6,19.30,-6.1,-63,0,0.61,2.70,1.0,1593.3,4960.7,5119.7,24457.7,19.70,7.23,-31.0,0.094,99.5,9.10,0.29,1.5,0.4,-1,0.2,0.210,0.1,1.190,11.4,0.0,121500,41.668514,-70.409393,18.40,80.6,0.0,30.2,14.80,,,355,10,0.4,19,0.6,-0.6,-0.6
"10-12-2021 08:30:00",3.4,3.0,13.0,0.1,12.0,350.5,363.5,,20.11,45.0,-69,0,0.00,0.00,1.0,14196.9,15865.1,21163.4,25998.3,19.47,7.14,-30.4,0.122,100.5,9.23,1.16,2.4,0.5,0,0.4,8.850,3.3,1.210,11.3,0.0,122960,41.671570,-70.394043,19.50,184.3,0.0,30.2,14.80,,,41,56,2.1,31,4.0,-0.2,0.1,3.3,2.9,12.3,0.1,12.0,417.4,466.0,1022.8,19.44,-6.1,-57,0,1.12,4.96,0.9,457.7,2420.7,2908.9,24504.5,19.70,7.24,-31.3,0.094,99.7,9.11,0.30,1.3,0.3,-1,0.2,0.190,0.1,1.190,11.4,0.0,123000,41.668480,-70.409416,22.00,357.9,0.0,30.2,15.10,,,11,26,2.0,19,3.8,-0.6,-0.5
"10-12-2021 08:45:00",3.4,3.0,13.1,0.1,12.0,350.6,364.3,,20.33,45.0,-69,0,0.00,0.00,1.0,14143.3,14794.0,21126.2,25966.8,19.46,7.14,-30.4,0.122,100.4,9.22,1.18,2.4,0.5,0,0.4,9.130,3.4,1.210,11.3,0.0,124460,41.671570,-70.394058,19.30,212.4,0.0,30.2,14.80,,,8,23,5.0,350,9.9,0.0,0.0,3.3,2.9,12.4,0.1,12.0,412.7,464.8,1023.1,19.59,-6.1,-59,0,0.00,0.00,0.9,1112.5,5955.3,760.7,24580.0,19.70,7.25,-31.9,0.094,99.9,9.13,0.29,1.0,0.3,-1,0.2,0.200,0.1,1.190,11.4,0.0,124500,41.668480,-70.409409,18.20,236.3,0.0,30.2,15.20,,,42,57,4.7,140,8.6,-1.0,-0.6
"10-12-2021 09:00:00",3.4,3.0,13.2,0.1,12.0,349.1,365.7,,20.54,44.9,-65,0,1.01,4.47,1.0,2540.3,9877.2,15701.8,25969.9,19.46,7.16,-31.9,0.122,101.1,9.29,1.14,2.4,0.5,0,0.4,9.130,3.4,1.210,11.3,0.0,125960,41.671566,-70.394005,11.80,88.1,0.0,30.2,15.00,,,351,5,3.7,3,6.9,0.0,0.0,3.3,2.9,12.4,0.1,12.0,396.9,450.9,1023.3,19.78,-6.0,-63,0,0.00,0.00,1.0,4038.3,4275.4,3171.3,24472.8,19.71,7.25,-31.9,0.094,99.9,9.13,0.28,1.1,0.3,-1,0.2,0.190,0.1,1.190,11.4,0.0,130000,41.668476,-70.409416,14.90,335.1,0.1,30.2,15.20,,,28,43,3.7,111,7.1,-0.6,-0.7
"10-12-2021 09:15:00",3.4,3.0,13.2,0.1,12.0,346.7,360.6,,20.80,44.9,-69,0,0.13,0.58,1.0,11726.2,15764.5,21132.9,25951.8,19.48,7.17,-32.6,0.122,101.1,9.28,1.06,2.5,0.6,0,0.4,9.220,3.4,1.210,11.3,0.0,131460,41.671585,-70.394035,15.20,82.1,0.1,30.2,15.10,,,32,47,2.3,19,4.2,-0.2,0.0,3.3,2.9,12.5,0.1,12.0,403.0,462.1,1023.6,20.08,-6.0,-61,0,0.00,0.00,1.0,3154.1,3960.5,4506.0,24485.5,19.72,7.26,-32.4,0.094,100.0,9.14,0.29,1.1,0.3,-1,0.2,0.200,0.1,1.190,11.4,0.0,131500,41.668507,-70.409493,21.60,112.6,0.0,30.2,15.50,,,82,96,2.3,110,3.9,-0.6,-0.6
"10-12-2021 09:30:00",3.4,3.0,13.2,0.1,12.1,342.4,357.4,,21.10,44.9,-67,0,0.00,0.00,1.0,13822.2,15005.4,20873.2,25974.4,19.48,7.17,-32.3,0.122,101.3,9.30,1.40,2.7,0.6,0,0.4,9.180,3.4,1.210,11.3,0.0,132960,41.671570,-70.394043,21.50,145.9,0.0,30.2,15.60,,,58,73,1.4,79,2.6,-0.2,0.0,3.3,2.9,12.5,0.1,12.0,387.4,452.1,1023.8,20.32,-5.9,-55,0,0.00,0.00,1.0,2580.0,3889.8,2890.7,24406.2,19.72,7.25,-32.3,0.094,100.0,9.14,0.28,1.0,0.3,-1,0.2,0.190,0.1,1.190,11.4,0.0,133000,41.668476,-70.409416,23.20,118.0,0.1,30.2,15.70,,,11,26,2.3,8,4.3,-0.3,-0.6
"10-12-2021 09:45:00",3.4,3.0,13.3,0.1,12.0,342.8,357.6,,21.37,44.9,-71,0,1.37,6.05,1.0,1642.3,8948.6,13520.7,25963.5,19.50,7.18,-32.6,0.122,101.6,9.33,1.07,2.5,0.6,0,0.4,5.360,2.0,1.210,11.3,0.0,134460,41.671551,-70.394020,22.20,89.8,0.1,30.2,15.60,,,337,352,3.7,348,7.5,-0.2,0.0,3.3,2.9,12.7,0.1,12.0,383.2,451.8,1024.0,20.56,-5.9,-63,0,0.00,0.00,1.0,3271.4,6366.8,3712.2,24540.4,19.73,7.26,-32.8,0.094,100.1,9.15,0.31,1.0,0.3,-1,0.1,0.180,0.1,1.190,11.4,0.0,134500,41.668488,-70.409416,20.60,353.4,0.1,30.2,15.70,,,22,36,2.1,128,4.0,-1.3,-0.5
"10-12-2021 10:00:00",3.4,3.0,13.5,0.1,12.1,344.8,364.9,,21.87,44.8,-69,0,0.00,0.00,1.0,13786.6,15163.2,20947.8,25935.7,19.52,7.18,-33.1,0.122,101.8,9.34,1.08,2.5,0.6,0,0.4,8.960,3.3,1.210,11.3,0.0,135960,41.671570,-70.394074,19.70,326.8,0.1,30.2,16.00,,,64,79,1.4,68,2.8,-0.2,0.0,3.3,2.9,12.8,0.1,12.0,380.0,454.2,1024.3,20.84,-5.9,-65,0,0.00,0.00,1.0,2905.3,5947.9,4167.5,24483.2,19.76,7.27,-33.1,0.094,100.2,9.16,0.30,0.9,0.3,-1,0.2,0.160,0.1,1.190,11.4,0.0,140000,41.668507,-70.409470,20.70,342.2,0.0,30.2,16.20,,,61,76,2.5,147,4.7,-1.1,-0.4
"10-12-2021 10:15:00",3.4,3.0,13.4,0.1,12.1,343.3,362.4,,22.39,44.7,-73,0,1.77,7.84,0.9,1418.3,11033.6,15565.1,25968.2,19.55,7.19,-33.6,0.122,102.0,9.36,1.33,2.0,0.4,0,0.4,9.050,3.3,1.210,11.3,0.0,141460,41.671585,-70.394058,17.90,131.9,0.0,30.2,16.20,,,360,15,2.0,359,3.8,-0.2,0.0,3.3,2.9,12.7,0.1,12.0,398.7,467.9,1024.8,21.31,-5.8,-63,0,0.00,0.00,1.0,2352.3,5771.5,2398.2,24403.7,19.77,7.28,-33.7,0.094,100.4,9.17,0.26,0.9,0.2,-1,0.2,0.130,0.1,1.190,11.4,0.0,141500,41.668499,-70.409432,16.80,159.2,0.0,30.2,16.30,,,44,59,2.9,137,5.6,-1.3,-0.5
"10-12-2021 10:30:00",3.4,3.0,13.6,0.1,12.0,339.4,358.4,,22.95,44.6,-73,0,0.65,2.88,1.0,3959.6,10524.2,17028.1,25933.1,19.57,7.19,-33.3,0.122,102.1,9.36,1.05,2.2,0.5,0,0.4,8.980,3.3,1.210,11.3,0.0,142960,41.671566,-70.394035,18.50,102.7,0.1,30.2,16.30,,,321,336,3.6,352,7.8,0.0,0.0,3.3,2.9,12.9,0.1,12.0,388.3,465.1,1025.0,21.67,-5.7,-61,0,0.08,0.34,1.0,1565.1,2824.6,2858.1,24320.0,19.81,7.28,-33.9,0.094,100.6,9.18,0.25,0.7,0.2,-1,0.1,0.080,0.1,1.190,11.4,0.0,143000,41.668514,-70.409432,18.80,159.8,0.0,30.2,16.30,,,9,24,2.8,138,5.5,-1.3,-0.4
"10-12-2021 10:45:00",3.4,3.0,13.6,0.1,12.0,338.6,362.8,,23.51,44.5,-73,0,0.00,0.00,1.0,14066.8,13827.6,21103.3,25824.4,19.63,7.19,-33.4,0.122,101.7,9.31,1.39,2.1,0.5,0,0.4,8.750,3.2,1.210,11.3,0.0,144460,41.671585,-70.394005,19.90,262.8,0.0,30.2,16.70,,,61,76,0.8,96,1.7,-0.3,0.0,3.3,2.9,12.9,0.1,12.0,391.5,449.8,1025.1,21.93,-5.7,-63,0,0.00,0.00,1.0,2212.7,3782.9,2154.9,24482.6,19.82,7.29,-34.4,0.094,100.8,9.19,0.29,0.7,0.2,-1,0.2,0.050,0.1,1.190,11.4,0.0,144500,41.668514,-70.409447,21.80,236.1,0.0,30.2,16.50,,,359,14,1.1,97,2.1,-1.1,-0.4
"10-12-2021 11:00:00",3.4,3.0,13.6,0.1,12.0,339.7,365.2,,24.15,44.5,-71,0,0.29,1.26,1.0,4384.7,8385.1,17618.5,25934.4,19.65,7.19,-33.3,0.122,102.2,9.35,1.01,2.0,0.4,0,0.4,9.010,3.3,1.210,11.3,0.0,145960,41.671597,-70.393997,24.10,55.4,0.1,30.2,17.10,,,333,348,0.6,334,1.0,-0.2,0.0,3.3,2.9,12.9,0.1,12.0,379.4,450.5,1025.3,22.17,-5.6,-61,0,0.00,0.00,1.0,2394.5,3467.6,1898.8,24543.6,19.83,7.29,-34.5,0.094,100.8,9.20,0.28,0.8,0.2,-1,0.2,0.030,0.1,1.190,11.4,0.0,150000,41.668488,-70.409393,19.40,205.5,0.0,30.2,17.00,,,19,34,1.9,129,3.6,-1.1,-0.4
"10-12-2021 11:15:00",3.4,3.0,13.5,0.1,12.0,341.3,363.3,,24.64,44.6,-73,0,0.00,0.00,0.8,916.3,5165.3,218.5,26006.1,19.65,7.20,-34.0,0.122,102.3,9.36,1.03,2.0,0.4,0,0.4,8.920,3.3,1.210,11.3,0.0,151460,41.671589,-70.393982,25.70,43.9,0.0,30.2,16.90,,,306,321,1.7,354,3.4,-0.2,0.1,3.3,2.9,12.9,0.1,12.0,393.0,466.5,1025.5,22.55,-5.5,-63,0,0.00,0.00,1.0,2318.4,3595.5,2174.2,24427.8,19.83,7.30,-34.8,0.094,100.9,9.20,0.28,1.0,0.3,-1,0.2,0.020,0.1,1.190,11.4,0.0,151500,41.668518,-70.409454,21.90,247.2,0.0,30.2,17.50,,,16,31,1.2,109,2.2,-1.1,-0.4
"10-12-2021 11:30:00",3.4,3.0,13.6,0.1,12.1,342.7,366.2,,24.90,44.8,-71,0,0.00,0.00,0.8,3828.5,14353.3,205.1,25941.9,19.64,7.22,-35.1,0.122,102.5,9.39,0.94,2.1,0.5,0,0.4,8.910,3.3,1.210,11.3,0.0,152960,41.671616,-70.393982,19.10,336.9,0.0,30.2,17.30,,,307,322,1.4,349,2.6,-0.2,0.0,3.3,2.9,12.9,0.1,12.0,397.8,465.0,1025.6,22.94,-5.5,-65,0,0.00,0.00,1.0,2657.9,4922.8,2609.3,24448.0,19.84,7.30,-35.2,0.094,101.0,9.21,0.30,0.8,0.2,-1,0.2,0.040,0.1,1.190,11.4,0.0,153000,41.668507,-70.409416,15.40,0.2,0.0,30.2,17.80,,,74,89,0.9,162,1.8,-1.1,-0.4
"10-12-2021 11:45:00",3.4,3.0,13.4,0.1,12.0,342.6,365.3,,25.36,45.0,-71,0,1.59,7.02,0.9,1484.3,10380.6,17576.4,25870.7,19.67,7.21,-34.5,0.122,103.0,9.43,1.01,2.7,0.6,0,0.4,8.740,3.2,1.210,11.3,0.0,154460,41.671589,-70.393982,22.50,89.1,0.0,30.2,17.80,,,329,344,1.6,348,3.2,-0.2,0.0,3.3,2.9,12.9,0.1,12.0,377.7,450.2,1025.7,23.43,-5.4,-65,0,0.00,0.00,1.0,2604.1,4384.7,2270.5,24300.2,19.85,7.30,-35.3,0.094,101.0,9.21,0.31,0.9,0.3,-1,0.2,0.030,0.1,1.190,11.4,0.0,154500,41.668533,-70.409409,22.00,54.0,0.0,30.2,18.00,,,30,45,0.8,129,1.6,-1.2,-0.3
"10-12-2021 12:00:00",3.4,3.0,13.5,0.1,12.0,511.2,400.4,,25.85,45.1,-71,0,1.19,5.26,1.0,2530.1,11542.6,17306.5,25921.1,19.67,7.24,-36.3,0.122,103.2,9.44,0.99,2.1,0.5,0,0.4,8.170,3.0,1.210,11.3,0.0,155960,41.671616,-70.394035,21.80,167.6,0.1,30.2,18.80,,,40,54,1.4,349,3.0,-0.2,0.1,3.3,2.9,12.9,0.1,12.0,392.4,465.5,1025.6,23.75,-5.3,-65,0,0.00,0.00,1.0,2888.3,3776.0,3362.9,24306.8,19.86,7.30,-35.4,0.094,101.0,9.21,0.26,0.8,0.2,-1,0.1,0.050,0.1,1.190,11.4,0.0,160000,41.668537,-70.409393,23.70,282.8,0.0,30.2,18.30,,,57,72,1.2,159,2.3,-1.2,-0.3
"10-12-2021 12:15:00",3.4,3.0,13.6,0.1,12.0,522.1,554.0,,26.29,45.2,-67,0,0.00,0.00,1.0,14118.6,15228.8,21134.8,25987.2,19.70,7.23,-35.7,0.122,103.1,9.43,1.84,1.7,0.4,0,0.3,8.910,3.3,1.210,11.3,0.0,161460,41.671616,-70.394035,22.30,329.9,0.1,30.2,19.80,,,115,130,1.5,35,2.8,-0.2,0.0,3.3,2.9,12.9,0.1,12.0,395.5,464.4,1025.7,24.23,-5.2,-65,0,0.00,0.00,1.0,2552.5,4105.4,3454.9,24214.0,19.87,7.31,-35.7,0.094,101.1,9.21,0.26,0.7,0.2,-1,0.2,0.020,0.1,1.190,11.4,0.0,161500,41.668518,-70.409447,21.60,26.3,0.0,30.2,18.60,,,86,101,1.7,157,3.4,-1.1,-0.4
